Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
2017,12,29,13:52:5,2017,12,29,13:52:5,,Report: 'Rising White House Power' Stephen Miller 'May Outlast Almost Everyone' in Trump Administration - Breitbart,"Report: 'Rising White House Power' Stephen Miller 'May Outlast Almost Everyone' in Trump Administration" Found at: http://www.breitbart.com/big-government/2017/12/29/report-rising-white-house-power-stephen-miller-may-outlast-almost-everyone-in-trump-administration/,,,,,,,
2017,12,28,18:15:1,2017,12,28,18:15:1,,Laid Off American Workers Get Their Day in Court Against Outsourcing Firm Accused of Favoring Foreigners - Breitbart,"American workers suing an India-based outsourcing firm accused of discriminating against them will get their day in court." Found at: http://www.breitbart.com/big-government/2017/12/28/laid-off-american-workers-get-their-day-in-court-against-outsourcing-firm-accused-of-favoring-foreigners/,,,,,,,
2017,12,28,17:32:2,2017,12,28,17:32:2,,Anchor Baby Population in U.S. Exceeds One Year of American Births - Breitbart,"U.S.-born children with birthright citizenship and an illegal alien parent outnumbers one year of American births." Found at: http://www.breitbart.com/big-government/2017/12/28/anchor-baby-population-in-u-s-exceeds-one-year-of-american-births/,,,,,,,
2018,01,17,07:02:2,2018,01,17,07:02:2,,Media Again Betray Public Trust with Wild Conspiracy Theories About Trump's Mental Health,"Trump's perfect score on a mental acuity test once again exposes the media as wild conspiracy theorists and flat-out liars." Found at: http://www.breitbart.com/big-journalism/2018/01/17/serial-lying-media-betray-public-conspiracy-theories-trumps-mental-health/,,,,,,,
2018,01,16,20:08:5,2018,01,16,20:08:5,,'Might as Well Roll It Straight Into the Trash Can': Tom Cotton Shoots Down Expansive 'Gang of Six' DACA Amnesty - Breitbart,"The "Gang of Six" amnesty for DACA illegal aliens should be rolled "straight into the trash can," Sen. Tom Cotton (R-AR) says." Found at: http://www.breitbart.com/big-government/2018/01/16/might-as-well-roll-it-straight-into-the-trash-can-tom-cotton-shoots-down-expansive-gang-of-six-daca-amnesty/,,,,,,,
2018,01,16,16:53:2,2018,01,16,16:53:2,,El Salvador Official: Trump Sending 200K El Salvadorans Home Will Have ‘Beneficial Effects’ on Economy - Breitbart,"The El Salvadoran nationals who will have to return to their native country will have "beneficial effects" on the country's economy," Found at: http://www.breitbart.com/big-government/2018/01/16/el-salvador-official-trump-sending-200k-el-salvadorans-home-will-have-beneficial-effects-on-economy/,,,,,,,
2018,01,16,14:50:0,2018,01,16,14:50:0,,Dick Durbin 'Focused Full Time' on Illegal Aliens as Black Americans Remain Excessively Unemployed in His State - Breitbart,"While Sen. Dick Durbin says he is "focused" and working "full time" for illegal aliens, black Americans in his state remain unemployed." Found at: http://www.breitbart.com/big-government/2018/01/16/dick-durbin-focused-full-time-on-illegal-aliens-as-black-americans-remain-excessively-unemployed-in-his-state/,,,,,,,
2018,01,16,11:12:2,2018,01,16,11:12:2,,Fashion Notes: Melania Trump Bundles Up in Cashmere, Christian Louboutins,"The First Lady bundled up in a cashmere, tri-color coat and Christian Louboutin boots as she returned to the White House Monday evening." Found at: http://www.breitbart.com/big-hollywood/2018/01/16/fashion-notes-melania-trump-bundles-up-in-cashmere-christian-louboutins/,,,,,,,
2018,01,16,10:44:5,2018,01,16,10:44:5,,Report: Special Counsel Robert Mueller Subpoenas Stephen Bannon,"Stephen K. Bannon, Trump’s former chief strategist and former executive chairman of Breitbart News, was subpoenaed last week by Robert Mueller." Found at: http://www.breitbart.com/big-government/2018/01/16/report-special-counsel-mueller-subpoenas-stephen-bannon/,,,,,,,
2018,01,16,10:40:2,2018,01,16,10:40:2,,Sen. Dick Durbin: I'm Working 'Full Time' for DACA Illegal Aliens,"Sen. Dick Durbin (D-IL) says his sole focus in Congress is making sure illegal aliens are given amnesty to remain permanently in the U.S." Found at: http://www.breitbart.com/big-government/2018/01/16/sen-dick-durbin-im-working-full-time-for-daca-illegal-aliens/,,,,,,,
2018,01,15,19:31:5,2018,01,15,19:31:5,,Expert: Legal Immigration System to Add 100M Foreign-Born People to U.S. Population in Next 50 Years - Breitbart,"About 100 million foreign-born people are expected to be added to the population over the next 50 years, an immigration expert says." Found at: http://www.breitbart.com/big-government/2018/01/15/expert-legal-immigration-system-to-add-100m-foreign-born-people-to-u-s-population-in-next-50-years/,,,,,,,
2018,01,15,19:21:0,2018,01,15,19:21:0,,Tom Cotton: 'Let's See How' Shutting Down Government Over DACA Amnesty 'Works Out for' Democrats - Breitbart,"Sen. Tom Cotton (R-AR) hinted that a shutdown of the federal government by Democrats over DACA would not go well for them." Found at: http://www.breitbart.com/big-government/2018/01/15/tom-cotton-lets-see-how-shutting-down-government-over-daca-amnesty-works-out-for-democrats/,,,,,,,
2018,01,15,08:56:2,2018,01,15,08:56:2,,On MLK Day, LeBron Accuses 'Somebody' of Trying to Divide People - Breitbart,"After a weekend guests, personalities, and politicians on almost every network accused President Trump of being a racist, for some reason NBA" Found at: http://www.breitbart.com/sports/2018/01/15/mlk-day-lebron-accuses-somebody-trying-divide-people/,,,,,,,
2018,01,15,06:48:2,2018,01,15,06:48:2,,Nolte: The Media Has Found Its Useful Idiots in #NeverTrump,"How often does our "shithole" media have to get it wrong before the useful idiots in #NeverTrump stop spreading of their fake news?" Found at: http://www.breitbart.com/big-government/2018/01/15/nolte-media-found-useful-idiots-nevertrump/,,,,,,,
2018,01,14,13:09:2,2018,01,14,13:09:2,,Rosemary Jenks: Dems Have 'Interest' in 'Maintaining Status Quo on Immigration' to Ensure 'Future Democrat Voters' - Breitbart,"Democratic Party has a "major interest" in "maintaining the status quo on immigration" in order to ensure a flood of "future Democrat voters"" Found at: http://www.breitbart.com/big-government/2018/01/14/rosemary-jenks-dems-interest-maintaining-status-quo-immigration-ensure-future-democrat-voters/,,,,,,,
2018,01,12,15:24:2,2018,01,12,15:24:2,,Democrats Fight Over Language as Immigration Negotiations Head South - Breitbart,"While the White House remains open to an immigration deal, Democrat leaders have started fighting over politically correct language." Found at: http://www.breitbart.com/big-government/2018/01/12/democrats-fight-over-language-as-immigration-negotiations-head-south/,,,,,,,
2018,01,12,09:28:4,2018,01,12,09:28:4,,Watch: Durbin Used ‘Chain’ Migration Term That He Now Claims is Racist in White House Immigration Meeting,"Sen. Dick Durbin now says the term "chain migration," which he used this week in a White House meeting, is racist." Found at: http://www.breitbart.com/big-government/2018/01/12/video-durbin-used-chain-migration-term-in-white-house-immigration-meeting-that-he-now-claims-is-racist/,,,,,,,
2018,01,12,04:38:1,2018,01,12,04:38:1,,Shithole of Fake News: Media Hides Fact Trump Wants to Increase Immigration from 'Asian Countries',"In its frenzy over his alleged "shithole" comments, the media is hiding the fact Trump wants to increase immigration from Asian countries." Found at: http://www.breitbart.com/big-government/2018/01/12/fake-news-media-hiding-pertinent-fact-trumps-shithole-comment/,,,,,,,
2018,01,11,17:50:4,2018,01,11,17:50:4,,U.S. Imported 150K Foreigners from Terrorist-Funding Countries in Last Decade Via Chain Migration, Lottery - Breitbart,"The US has imported about 150,000 foreign nationals from terrorist-funding countries through"chain migration" and the Diversity Visa Lottery" Found at: http://www.breitbart.com/big-government/2018/01/11/u-s-imported-150k-foreigners-from-terrorist-funding-countries-in-last-decade-via-chain-migration-lottery/,,,,,,,
2018,01,11,16:44:0,2018,01,11,16:44:0,,GOP Operative on DACA Negotiations: Stephen Miller 'Isn't the Problem, Others Are' - Breitbart,"A senior Republican aide has shot down accusations that Trump's top adviser Stephen Miller was trying to block a deal on immigration" Found at: http://www.breitbart.com/big-government/2018/01/11/gop-operative-on-daca-negotiations-stephen-miller-isnt-the-problem-others-are/,,,,,,,
2018,01,11,08:04:2,2018,01,11,08:04:2,,Turley: Trump Talking About Changing Libel Laws 'Troubling' - Current Law 'the Very Embodiment of American Values' - Breitbart,"Turley: Trump Talking About Changing Libel Laws 'Troubling' - Current Law 'the Very Embodiment of American Values'" Found at: http://www.breitbart.com/video/2018/01/11/turley-trump-talking-about-changing-libel-laws-troubling-current-law-the-very-embodiment-of-american-values/,,,,,,,
2018,01,10,17:45:5,2018,01,10,17:45:5,,Flashback: Trump Campaign Ad Mocked Jeb Bush's 'Act of Love' Comment on Illegal Immigration - Breitbart,"Candidate Donald J. Trump mocked former Florida Gov. Jeb Bush's comments that illegal immigration to the U.S. was an "act of love."" Found at: http://www.breitbart.com/big-government/2018/01/10/flashback-trump-campaign-ad-mocked-jeb-bushs-act-of-love-comment-on-illegal-immigration/,,,,,,,
2018,01,10,16:15:5,2018,01,10,16:15:5,,Laura Ingraham: 'Extremely Concerned' When Trump Getting 'Lavish Praise' from Jeb Bush for DACA Amnesty - Breitbart,"Laura Ingraham warns Trump against accepting a deal that gives amnesty to the nearly 800,000 illegal aliens shielded from deportation by DACA" Found at: http://www.breitbart.com/big-government/2018/01/10/laura-ingraham-extremely-concerned-when-trump-getting-lavish-praise-from-jeb-bush-for-daca-amnesty/,,,,,,,
2018,01,09,15:45:5,2018,01,09,15:45:5,,DHS Secretary Kirstjen Nielsen in WH Meeting: 'We Need the Wall... System' - Breitbart,"Kirstjen Nielsen said the United States needs "the wall system" along the U.S.-Mexico border to prevent illegal immigration." Found at: http://www.breitbart.com/big-government/2018/01/09/dhs-secretary-nielsen-in-wh-meeting-we-need-the-wall-system/,,,,,,,
2018,01,09,12:50:4,2018,01,09,12:50:4,,Ann Coulter: 'Nothing Michael Wolff Could Say About Trump Has Hurt Him as Much as DACA LoveFest' - Breitbart,"Ann Coulter says "nothing" in Wolff's book could "hurt" Trump as much as his saying an amnesty for illegal aliens will be a "bill of love."" Found at: http://www.breitbart.com/big-government/2018/01/09/ann-coulter-nothing-michael-wolff-could-say-about-trump-has-hurt-him-as-much-as-daca-lovefest/,,,,,,,
2018,01,09,12:28:3,2018,01,09,12:28:3,,David Perdue: DACA Amnesty Without End to Chain Migration 'Is Not Going to Go Anywhere in Senate' - Breitbart,"David Perdue said amnesty for illegal aliens would not "go anywhere in the United States Senate" unless it is attached to chain migration." Found at: http://www.breitbart.com/big-government/2018/01/09/david-perdue-daca-amnesty-without-end-to-chain-migration-is-not-going-to-go-anywhere-in-senate/,,,,,,,
2018,01,09,11:26:0,2018,01,09,11:26:0,,'We Can Build The Wall in One Year:' Trump Tells DHS Never to 'Mention 7 Years Again' for Border Wall Timeframe - Breitbart,"During a meeting at the White House on immigration, President Trump told Department of Homeland Security (DHS) Secretary Kirstjen Nielsen never to "mention seven years again" in reference to the timeframe that DHS claimed it would take to construct a wall along the U.S.-Mexico border." Found at: http://www.breitbart.com/big-government/2018/01/09/can-build-wall-one-year-trump-tells-dhs-never-mention-7-years-border-wall-timeframe/,,,,,,,
2018,01,08,19:02:1,2018,01,08,19:02:1,,Jeff Flake Admits GOP Establishment Working Against Trump's Popular Immigration Agenda in DACA Meetings - Breitbart,"Jeff Flake admitted the Republican establishment has a different set of immigration priorities from President Trump's." Found at: http://www.breitbart.com/big-government/2018/01/08/jeff-flake-admits-gop-establishment-working-against-trumps-popular-immigration-agenda-in-daca-meetings/,,,,,,,
2018,01,08,17:40:1,2018,01,08,17:40:1,,Presidential Entrance: Trump Takes the Field for the National Anthem Before the College Football National Championship - Breitbart,"It turns out there is a way to make sure everyone shows proper respect for the national anthem before a football game: Have the president of" Found at: http://www.breitbart.com/sports/2018/01/08/presidential-entrance-trump-takes-field-national-anthem-college-football-national-championship/,,,,,,,
2018,01,08,16:24:0,2018,01,08,16:24:0,,White House Rebuffs Breitbart Chairman Steve Bannon's Apology - Breitbart,"The White House gave a very cool response to Breitbart Chairman Steve Bannon's bid to walk back his criticism of Trump and his children." Found at: http://www.breitbart.com/big-government/2018/01/08/white-house-rebuffs-breitbart-chairman-steve-bannons-apology/,,,,,,,
2018,01,07,14:48:0,2018,01,07,14:48:0,,Ann Coulter: 'I'm 100 Percent for Deporting' DACA Illegal Aliens First, 'Then We'll Get to MS-13' Gang Members - Breitbart,"Ann Coulter says the number one priority should be deporting the nearly 800,000 illegal aliens shielded from deportation by the DACA program." Found at: http://www.breitbart.com/big-government/2018/01/07/ann-coulter-100-percent-deporting-daca-illegal-aliens-first-then-ms-13-gang-members/,,,,,,,
2018,01,07,13:36:4,2018,01,07,13:36:4,,Steve King Warns Trump: DACA Illegal Aliens Cannot Be Legalized 'Without Sacrificing the Rule of Law' - Breitbart,"As the White House tries to legalize DACA aliens, Rep. Steve King (R-IA) is warning the president against such any plan that includes amnesty." Found at: http://www.breitbart.com/big-government/2018/01/07/steve-king-warns-trump-daca-illegal-aliens-cannot-legalized-without-sacrificing-law/,,,,,,,
2018,01,07,09:31:2,2018,01,07,09:31:2,,Steve Bannon Issues Statement: My Support Is 'Unwavering' for Trump and His Agenda,"Stephen K. Bannon, executive chair of Breitbart News and former White House chief strategist, issued a statement regarding Donald Trump:" Found at: http://www.breitbart.com/big-government/2018/01/07/steve-bannon-issues-statement-my-support-is-unwavering-for-trump-and-his-agenda/,,,,,,,
2018,01,24,18:51:3,2018,01,24,18:51:3,,Pro-Amnesty Lindsey Graham: 'Today's DACA' Illegal Aliens 'Can Be Tomorrow's Trump DREAMers' - Breitbart,"Lindsey Graham is touting President Trump's suggestion that he is open to supporting U.S. citizenship for illegal aliens." Found at: http://www.breitbart.com/big-government/2018/01/24/pro-amnesty-lindsey-graham-todays-daca-illegal-aliens-can-be-tomorrows-trump-dreamers/,,,,,,,
